中文名,英文名,标准学名,科,属,资源状态,价值等级,价值外显命名,鱼单价/kg,期望单鱼价格,最大记录重量(kg),期望重量(kg),重量段,最大记录体长(cm),常见体长(cm),重量参数a,重量参数b,栖息带类型,深度下限(m),深度上限(m),资料水温下限(°C),资料水温上限(°C),最喜欢的温度(°C),食性（源表候选）,时段偏好,天气偏好,候选水温带,地域分布,性格,现实单价参考(元/kg),俄4映射鱼种,俄4映射类型,环境类型,迁徙类型,摄食类型,营养级,资料库体型,资料库捕获方式,体长口径,AI审核状态,匹配依据,源记录ID,飞书来源,快照日期,源表版本,Notion资料页
红斑太阳鱼,Redspotted Sunfish,Lepomis Miniatus,Centrarchidae,Lepomis,可用,2,常见,1168.5,38.06234779,,0.01,T1,16,,0.0405,3,demersal,,,11,19,15,,晨昏活跃,多云、小雨或微风；避免强烈正午光照,温水,北美洲,躲藏,30,黑尾叉牙七鳃鳗,近似种类比,"[""淡水""]",,,,fusiform / normal,,SL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfW7WZ6,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfW7WZ6,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681e0b0b8e5349b51df2d
牛港鲹,Giant Trevally,Caranx Ignobilis,Carangidae,Caranx,,3,稀有,1302.3,53208.9242,80,22.5,T12,170,100,0.024,2.8,reef-associated,10,188,26,29,27.5,"[""肉食性""]",全天活跃,晴到多云、有微风；以稳定海况为先,暖水,印度—太平洋,追猎,70,皱鳃鲨,近似种类比,"[""半咸水"",""海水""]",,hunting macrofauna (predator),4.22,fusiform / normal,various gears,TL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfWdmWP,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWdmWP,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681e690f0d21ef47aef6e
美洲鳗鲡,American Eel,Anguilla Rostrata,Anguillidae,Anguilla,可用,2,常见,613.5,2205.818194,7.33,1.98,T5,152,50,0.00034,3.47,demersal,0,464,4,25,14.5,"[""肉食性""]",夜间活跃,阴天、小雨或低光照；以天气稳定为先,广温,西北大西洋至中西大西洋,孤僻,30,东方欧鳊,近似种类比,"[""淡水"",""半咸水"",""海水""]",catadromous,hunting macrofauna (predator),3.83,eel-like,seines,TL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfWgMy7,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWgMy7,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681f1ae03e6de2593435c
岩钝鲈,Rock Bass,Ambloplites Rupestris,Centrarchidae,Ambloplites,可用,2,常见,1158.9,757.6036004,1.36,0.36,T2,43,15.4,0.0172,3.04,benthopelagic,0,21,10,29.3,19.65,"[""肉食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,广温,北美洲,好斗,30,银鲷鱼,近似种类比,"[""淡水""]",,hunting macrofauna (predator),3.43,short and / or deep,,TL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfWMCzd,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWMCzd,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681f39be8c0ef364ea011
黄旗金枪鱼,Yellowfin Tuna,Thunnus Albacares,Scombridae,Thunnus,,3,稀有,1428.5,163422.4488,200,63,T13,239,150,0.0228,2.944,pelagic-oceanic,1,1602,15,31,23,"[""肉食性""]",全天活跃,晴到多云、有微风；以稳定海况为先,温水,全球热带与亚热带海域（地中海除外）,追猎,70,斑点月鱼,近似种类比,"[""半咸水"",""海水""]",oceanodromous,hunting macrofauna (predator),4.41,fusiform / normal,seines,FL,待人工审核,黄鳍金枪鱼名称变体；FishBase 接受种核验,recvppgBfWsGwp,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWsGwp,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681f6868ef9afeb56d684
虹鳟,Rainbow Trout,Oncorhynchus Mykiss,Salmonidae,Oncorhynchus,可用,2,常见,1102.9,9012.381556,25.85,4.5,T7,122,60,0.0209,2.843,benthopelagic,0,200,10,24,17,"[""肉食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,温水,北美洲太平洋沿岸水系,追猎,13,虹鳟,同物种,"[""淡水"",""半咸水"",""海水""]",anadromous,hunting macrofauna (predator),4.08,fusiform / normal,hooks and lines,TL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfWfMZm,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWfMZm,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681fcba2bc9eee7d8878a
美洲西鲱,American Shad,Alosa Sapidissima,Alosidae,Alosa,可用,1,普通,218.2,534.9084202,5.5,1.35,T4,76,50,0.00535,3.22,pelagic-neritic,0,250,3.6,7.6,5.6,"[""肉食性""]",全天活跃,晴间多云、微风；以天气稳定为先,温水,北美洲,活泼,13,斑点黑鲈,近似种类比,"[""淡水"",""半咸水"",""海水""]",anadromous,hunting macrofauna (predator),3.48,fusiform / normal,various gears,TL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfWRm1c,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWRm1c,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681fdad8af6fc6e95365b
七彩神仙鱼（橙）,Orange Discus,Symphysodon Aequifasciatus（Orange）,Cichlidae,Symphysodon,,2,常见,1168.5,38.06234779,,0.01,T1,,,0.02692,3.03,,,,26,31,28.5,,早晨活跃,,,,警惕,30,黑尾叉牙七鳃鳗,近似种类比,,,,,,,,待人工审核,,recvppgBfXN0xn,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfXN0xn,2026-09-08,4987,https://app.notion.com/p/3d5a4137d2368105851ec89db3251f3e
金红马鱼,Golden Redhorse,Moxostoma Erythrurum,Catostomidae,Moxostoma,,2,常见,841.6,2063.148151,4.08,1.35,T4,78,28.8,0.0077,3.09,demersal,,,11,19,15,"[""肉食性""]",早晨活跃,晴间多云、微风；以天气稳定为先,温水,北美洲,孤僻,30,短角大杜父鱼,近似种类比,"[""淡水""]",,,3.04,fusiform / normal,,TL,待人工审核,Golden redhorse 中文直译；按独立物种匹配,recvppgBfXa0F7,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfXa0F7,2026-09-08,4987,https://app.notion.com/p/3d5a4137d236810687a3cd7c62584870
条纹四鳍旗鱼,Striped Marlin,Kajikia Audax,Istiophoridae,Kajikia,,4,珍稀,9349.6,229201.6391,440,13.5,T11,420,290,0.01517,2.88,pelagic-oceanic,0,200,20,25,22.5,"[""肉食性""]",全天活跃,晴到多云、有微风；以稳定海况为先,温水,印度—太平洋,追猎,150,魣鳕,近似种类比,"[""海水""]",oceanodromous,hunting macrofauna (predator),4.5,elongated,hooks and lines,TL,待人工审核,Striped marlin 中文通名；FishBase 当前接受种核验,recvppgBfWLxTg,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWLxTg,2026-09-08,4987,https://app.notion.com/p/3d5a4137d236810da48de1b86843289c
星点东方鲀,Grass Puffer,Takifugu Niphobles,Tetraodontidae,Takifugu,,4,珍稀,5101,185.2983314,0.083,0.02,T1,15.9,,0.05545,2.491,demersal,,,18.6,28.6,23.6,"[""肉食性""]",全天活跃,晴间多云、微风；以天气稳定为先,,西北太平洋,孤僻,150,西伯利亚杜父鱼,近似种类比,"[""海水""]",,,3.26,fusiform / normal,,TL,待人工审核,中国科学院/台湾鱼类资料中文名与 FishBase 接受种核验,recvppgBfXpJTy,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfXpJTy,2026-09-08,4987,https://app.notion.com/p/3d5a4137d236811394cbed6eb1b98aba
小体鲟,Sterlet,Acipenser Ruthenus,Acipenseridae,Acipenser,,2,常见,1168.8,8595.796905,16,1,T7,125,40,0.0004,3.6125,demersal,1,,11,19,15,"[""杂食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,温水,欧亚大陆,孤僻,30,小体鲟,同物种,"[""淡水"",""半咸水""]",potamodromous,variable,3.57,elongated,seines,TL,待人工审核,新增鱼种整合：玩法提单-鱼第27行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcIR5Mz,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcIR5Mz,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681139b3eee981de3eee0
黑鲷,Blackhead Seabream,Acanthopagrus Schlegelii,Sparidae,Acanthopagrus,,3,稀有,1682.7,2475.049047,3.2,0.81,T3,50,,0.04,2.95,demersal,15,,18.7,28.7,23.7,"[""肉食性""]",全天活跃,晴间多云、微风；以天气稳定为先,,西北太平洋,孤僻,70,亚口鱼,近似种类比,"[""半咸水"",""海水""]",,hunting macrofauna (predator),3.24,short and / or deep,,SL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfXxaUK,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfXxaUK,2026-09-08,4987,https://app.notion.com/p/3d5a4137d236811497afd7468a2c6ddd
葛氏鲈塘鳢,Chinese Sleeper,Perccottus Glenii,Odontobutidae,Perccottus,,3,稀有,1442.9,471.6165873,0.25,0.08,T1,25,12.5,0.0109,3.08,demersal,,,15,30,22.5,"[""肉食性""]",全天活跃,晴间多云、微风；以天气稳定为先,温水,亚洲,追猎,30,葛氏鲈塘鳢,同物种,"[""淡水"",""半咸水""]",,hunting macrofauna (predator),3.63,fusiform / normal,,TL,待人工审核,新增鱼种整合：玩法提单-鱼第13行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcIyMiO,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcIyMiO,2026-09-08,4987,https://app.notion.com/p/3d5a4137d2368117a88ff1c5f6d8749f
塞凡湖鳟,Sevan Trout,Salmo Ischchan,Salmonidae,Salmo,,2,常见,891.3,6554.957034,17,4,T7,104,33,0.01047,3.03,demersal,,,11,19,15,"[""肉食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,冷水,"Former USSR: Armenia, Lake Sevan.",追猎,150,塞凡湖鳟,同物种,"[""淡水""]",,hunting macrofauna (predator),3.29,fusiform / normal,,TL,待人工审核,新增鱼种整合：玩法提单-鱼第29行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcI1Fel,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcI1Fel,2026-09-08,4987,https://app.notion.com/p/3d5a4137d2368122826ae23241294655
白北鲑,Whitefish,Stenodus Leucichthys,Salmonidae,Stenodus,,1,普通,336,6864.086052,40,3.5,T10,150,61,0.0019,3.3713,demersal,10,30,6,10,8,"[""肉食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,温水,北美洲,追猎,150,白北鲑,同物种,"[""淡水"",""半咸水"",""海水""]",anadromous,hunting macrofauna (predator),4.09,fusiform / normal,gillnets,TL,待人工审核,新增鱼种整合：玩法提单-鱼第17行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcInhR0,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcInhR0,2026-09-08,4987,https://app.notion.com/p/3d5a4137d236812899b1d375b8dc6b04
萨克拉门托大斑狗鱼,Sacramento Pikeminnow,Ptychocheilus Grandis,Leuciscidae,Ptychocheilus,,2,常见,832.7,13608.86775,,9,T9,140,40,0.0065,3,demersal,,,11,19,15,,早晨活跃,晴间多云、微风；以天气稳定为先,温水,北美洲,躲藏,30,匈红鲤(鳞鲤),近似种类比,"[""淡水""]",,,,elongated,,TL,待人工审核,Sacramento pikeminnow 项目译名；FishBase 接受种核验,recvppgBfXlayy,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfXlayy,2026-09-08,4987,https://app.notion.com/p/3d5a4137d236812ba384d0c04625d9dd
东方狐鲣,Striped Bonito,Sarda Orientalis,Scombridae,Sarda,,3,稀有,2709.4,13283.96768,10.65,2.7,T5,102,55,0.00869,3.1,pelagic-neritic,1,167,13.5,23,18.25,"[""肉食性""]",全天活跃,晴到多云、有微风；以稳定海况为先,温水,印度—太平洋,追猎,70,马苏鱼,近似种类比,"[""海水""]",oceanodromous,hunting macrofauna (predator),4.21,fusiform / normal,seines,FL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfWEtv1,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWEtv1,2026-09-08,4987,https://app.notion.com/p/3d5a4137d236812f8676f53a95372e4f
棘背钝头鳐,Thorny Skate,Amblyraja Radiata,Rajidae,Amblyraja,,2,常见,1191.8,5843.298398,11.4,,T5,105,87.5,0.0069,3.0343,demersal,5,1540,-1.3,14,6.35,"[""肉食性""]",夜间活跃,阴天、小雨或低光照；以天气稳定为先,冷水,北大西洋 and adjacent Arctic.,追猎,30,大口黑鲈,近似种类比,"[""半咸水"",""海水""]",oceanodromous,hunting macrofauna (predator),4.2,other,,TL,待人工审核,新增鱼种整合：玩法提单-鱼第5行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcIN5vB,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcIN5vB,2026-09-08,4987,https://app.notion.com/p/3d5a4137d236812f8b07ec3bcc8839c8
日本鲭,Chub Mackerel,Scomber Japonicus,Scombridae,Scomber,,3,稀有,1330.1,1847.716779,2.9,0.76,T3,64,30,0.0021,3.408,pelagic-neritic,0,300,10,27,18.5,"[""肉食性""]",全天活跃,晴到多云、有微风；以稳定海况为先,温水,印度—太平洋,撕鳍,70,小冠太阳鱼,近似种类比,"[""海水""]",oceanodromous,hunting macrofauna (predator),3.38,fusiform / normal,seines,TL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfX8j0e,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfX8j0e,2026-09-08,4987,https://app.notion.com/p/3d5a4137d236812fbb84d708d5fcd1f0
欧白鲑,Vendace,Coregonus Albula,Salmonidae,Coregonus,,4,珍稀,6557.7,2679.322447,1,0.2,T2,48,20,0.005,3.2,benthopelagic,30,,1.6,3.6,2.6,"[""滤食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,温水,欧洲,撕鳍,30,欧白鲑,同物种,"[""淡水"",""半咸水"",""海水""]",anadromous,selective plankton feeding,3.06,fusiform / normal,seines,TL,待人工审核,新增鱼种整合：玩法提单-鱼第16行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcIh2bC,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcIh2bC,2026-09-08,4987,https://app.notion.com/p/3d5a4137d2368134b70fde1a7f2a771c
驼背白鲑,Humpback Whitefish,Coregonus Pidschian,Salmonidae,Coregonus,,2,常见,951.4,3498.477573,2,0.55,T5,50,32.8,0.0048,3.2903,demersal,,,1,3,2,"[""肉食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,冷水,"Arctic Ocean basin, from Finland (lapland) to eastern Siberia, Alaska, and Canada eastward to Mackenzie drainage.",孤僻,150,驼背白鲑,同物种,"[""淡水"",""半咸水"",""海水""]",anadromous,hunting macrofauna (predator),3.31,fusiform / normal,,SL,待人工审核,新增鱼种整合：玩法提单-鱼第19行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcI6pwQ,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcI6pwQ,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681359b2bfd60ff51a70d
短扁口鲶,Piraiba,Brachyplatystoma filamentosum,Pimelodidae,Brachyplatystoma,,2,常见,1051.8,21487.0408,,11.25,T10,,,0.00871,3.12,,,,22,28,25,,早晨活跃,,,,活泼,30,镜鲤(白化),近似种类比,,,,,,,,待人工审核,,recvppgBfWSY6R,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWSY6R,2026-09-08,4987,https://app.notion.com/p/3d5a4137d2368138becec45dea54b31e
金目丽鱼,Speckled Peacock Bass,Cichla Temensis,Cichlidae,Cichla,,2,常见,876.1,5369.308741,12.24,3.37,T6,99,,0.04181,3,benthopelagic,,,27,29,28,"[""肉食性""]",全天活跃,晴间多云、微风；以天气稳定为先,暖水,南美洲,好斗,30,花羔红点斑鲑,近似种类比,"[""淡水""]",,hunting macrofauna (predator),4.49,fusiform / normal,,TL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfXiRAK,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfXiRAK,2026-09-08,4987,https://app.notion.com/p/3d5a4137d236814087a2fd13d7a299d7
常见鮈鱼,Common Gudgeon,Gobio Gobio,Gobionidae,Gobio,,4,珍稀,6407.8,523.6664205,0.22,0.04,T1,21,12,0.0063,3.18,benthopelagic,,,2,18,10,"[""肉食性""]",全天活跃,晴间多云、微风；以天气稳定为先,冷水,欧洲,撕鳍,30,常见鮈鱼,同物种,"[""淡水"",""半咸水""]",potamodromous,hunting macrofauna (predator),3.13,fusiform / normal,,TL,待人工审核,新增鱼种整合：玩法提单-鱼第31行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcIW2TT,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcIW2TT,2026-09-08,4987,https://app.notion.com/p/3d5a4137d2368141b810e8ebda34d83a
针牙脂鲤,Biara,Rhaphiodon Vulpinus,Cynodontidae,Rhaphiodon,,2,常见,1227.4,1203.56357,2.1,0.53,T2,80,,0.0031,3.23,pelagic,,,20,32,26,"[""肉食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,,南美洲,追猎,30,拉多加白鲑,近似种类比,"[""淡水""]",,hunting macrofauna (predator),4.5,elongated,,SL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfXIKua,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfXIKua,2026-09-08,4987,https://app.notion.com/p/3d5a4137d2368144b025f2e1d697de11
大西洋牙鲆,Summer Flounder,Paralichthys Dentatus,Paralichthyidae,Paralichthys,,4,珍稀,3797.4,21721.40031,12,8.5,T6,94,44.5,0.00533,3.16,demersal,10,183,15.1,23.1,19.1,"[""肉食性""]",全天活跃,晴间多云、微风；以天气稳定为先,温水,"Northwest Atlantic: Maine (rarely Nova Scotia, Canada) to southern Florida, USA.",追猎,150,玻璃梭鲈,近似种类比,"[""半咸水"",""海水""]",oceanodromous,hunting macrofauna (predator),4.49,short and / or deep,,TL,待人工审核,新增鱼种整合：玩法提单-鱼第11行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcIsSNZ,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcIsSNZ,2026-09-08,4987,https://app.notion.com/p/3d5a4137d2368146bbb8deb031dd0b9f
大西洋狼鱼,Atlantic Wolffish,Anarhichas Lupus,Anarhichadidae,Anarhichas,,2,常见,788.8,9346.270313,23.58,,T8,150,55,0.0078,3.0468,demersal,1,600,5.8,9.8,7.8,"[""肉食性""]",全天活跃,晴间多云、微风；以天气稳定为先,温水,"Northeast Atlantic: Spitsbergen southward to White Sea, Scandinavian coasts, North Sea, the British Isles, to the Northen part of Bay of Biscaye, also Iceland and south-eastern co",追猎,13,大西洋狼鳚,同物种,"[""海水""]",oceanodromous,hunting macrofauna (predator),3.55,elongated,trawls,TL,待人工审核,新增鱼种整合：玩法提单-鱼第7行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcI3Rnh,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcI3Rnh,2026-09-08,4987,https://app.notion.com/p/3d5a4137d2368147b372ec4125166472
沙鮻,Northern Whiting,Sillago Sihama,Sillaginidae,Sillago,,4,珍稀,17520,2573.173658,,0.08,T1,31,20,0.02,2.6,reef-associated,0,60,26,29,27.5,"[""肉食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,暖水,印度—西太平洋,孤僻,150,沙丁鱼,近似种类比,"[""半咸水"",""海水""]",amphidromous,hunting macrofauna (predator),3.33,elongated,various gears,SL,待人工审核,台湾农业/水产试验资料中文名与 FishBase 接受种核验,recvppgBfXRJZa,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfXRJZa,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681489524fb8bed25caf8
鞍带石斑鱼,Giant Grouper,Epinephelus Lanceolatus,Serranidae,Epinephelus,,4,珍稀,9349.6,229201.6391,400,13.5,T11,270,190,0.0173,3,reef-associated,1,200,22.1,34.1,28.1,"[""肉食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,暖水,印度—太平洋,追猎,150,魣鳕,近似种类比,"[""半咸水"",""海水""]",,hunting macrofauna (predator),4,fusiform / normal,various gears,TL,待人工审核,去除资产备注后与 FishBase 中文俗名精确匹配,recvppgBfWNVrL,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWNVrL,2026-09-08,4987,https://app.notion.com/p/3d5a4137d2368148a04bd1322a5a9d48
鳞鲤(人面鲤),Human Face Scale Carp,Cyprinus Carpio Var. Human Face,Cyprinidae,Cyprinus,,1,普通,192.7,3149.308053,3,1,T9,60,30,0.0173,2.993,,0,29,3,35,19,,早晨活跃,晴间多云、微风；以天气稳定为先,温水,欧亚大陆,活泼,16.08,普通鲤鱼,同物种,,,,,,,,待人工审核,新增鱼种整合：玩法提单-鱼第23行；未取得FishBase唯一匹配，保留来源字段；规则FISH-INVENTORY-MERGE-R1,recvq6YNcI6W57,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcI6W57,2026-09-08,4987,https://app.notion.com/p/3d5a4137d236814ebb22df1a43c51f78
红尾鲶鱼,Redtail Catfish,Phractocephalus Hemioliopterus,Pimelodidae,Phractocephalus,,2,常见,876.4,17903.82445,44.2,11.25,T10,134.9,60,0.0125,3.04,demersal,,,20,26,23,"[""肉食性""]",夜间活跃,阴天、小雨或低光照；以天气稳定为先,温水,南美洲,孤僻,30,红白锦鲤,近似种类比,"[""淡水""]",potamodromous,hunting macrofauna (predator),4.15,fusiform / normal,,TL,待人工审核,Redtail catfish 中文通名；FishBase 接受种核验,recvppgBfW0T9j,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfW0T9j,2026-09-08,4987,https://app.notion.com/p/3d5a4137d236814f9435d94dd58605f1
裸狐鲣,Dogtooth Tuna,Gymnosarda Unicolor,Scombridae,Gymnosarda,,3,稀有,1683,82516.12019,131,27,T12,248,190,0.0105,3.065,reef-associated,0,250,20,28,24,"[""肉食性""]",全天活跃,晴到多云、有微风；以稳定海况为先,暖水,印度—太平洋,追猎,70,石斑鱼,近似种类比,"[""海水""]",oceanodromous,hunting macrofauna (predator),4.5,fusiform / normal,various gears,FL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfWGhWa,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWGhWa,2026-09-08,4987,https://app.notion.com/p/3d5a4137d2368151bd2ad8833a051917
鲤鱼,Common Carp,Cyprinus Carpio,Cyprinidae,Cyprinus,,1,普通,160.3,3274.741054,40.09,11.25,T10,120,31,0.0173,2.993,benthopelagic,0,29,3,35,19,"[""肉食性""]",早晨活跃,晴间多云、微风；以天气稳定为先,广温,欧亚大陆,撕鳍,16.08,镜鲤,同物种,"[""淡水"",""半咸水""]",potamodromous,hunting macrofauna (predator),3.06,fusiform / normal,seines,TL,待人工审核,鲤/鲤鱼中文名称变体；FishBase 接受种核验,recvppgBfXYM2N,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfXYM2N,2026-09-08,4987,https://app.notion.com/p/3d5a4137d2368155b311df8c1238629a
剑旗鱼,Swordfish,Xiphias Gladius,Xiphiidae,Xiphias,,4,珍稀,9349.6,229201.6391,650,13.5,T11,455,300,0.00776,3.21,pelagic-oceanic,0,2878,5,27,16,"[""肉食性""]",全天活跃,晴到多云、有微风；以稳定海况为先,广温,大西洋、印度洋与太平洋,追猎,150,魣鳕,近似种类比,"[""海水""]",oceanodromous,hunting macrofauna (predator),4.53,elongated,hooks and lines,FL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfXBHiP,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfXBHiP,2026-09-08,4987,https://app.notion.com/p/3d5a4137d2368156bd75d7a10d8d3365
